text,primary_intent,sub_intent,market,language,variant,has_typo,has_accents,mentions_product,occasion,confidence_expected,source,timestamp
¿manejan envío con empaque especial?,INFORMATIONAL,policy_shipping,MX,es,formal,False,True,null,null,HIGH,claude_synthetic,1766882690.3682637
tiempo de entrega para lenceria Olivia,INFORMATIONAL,policy_shipping,MX,es,neutral,False,False,Olivia,null,MEDIUM,claude_synthetic,1766882690.3682642
¿cuánto demora envío a Querétaro?,INFORMATIONAL,policy_shipping,MX,es,formal,False,True,null,null,HIGH,claude_synthetic,1766882690.3682644
envios gratis para compras de temporada,INFORMATIONAL,policy_shipping,MX,es,neutral,False,False,null,null,MEDIUM,claude_synthetic,1766882690.368265
¿hacen entregas nocturnas?,INFORMATIONAL,policy_shipping,MX,es,formal,False,True,null,null,HIGH,claude_synthetic,1766882690.3682654
costo de envio para bolsos Leonor,INFORMATIONAL,policy_shipping,MX,es,neutral,False,False,Leonor,null,MEDIUM,claude_synthetic,1766882690.3682656
¿cuánto tarda envío de bralette Laura?,INFORMATIONAL,policy_shipping,MX,es,formal,False,True,Laura,null,HIGH,claude_synthetic,1766882690.3682663
tiempo de entrega para eventos de gala,INFORMATIONAL,policy_shipping,MX,es,neutral,False,False,null,fiesta,MEDIUM,claude_synthetic,1766882690.3682666
¿manejan envío con tracking completo?,INFORMATIONAL,policy_shipping,MX,es,formal,False,True,null,null,HIGH,claude_synthetic,1766882690.368267
"envios a Morelia, ¿que tiempo manejan?",INFORMATIONAL,policy_shipping,MX,es,neutral,False,True,Lia,null,HIGH,claude_synthetic,1766882690.3682675
¿cuánto cobran por envío weekend?,INFORMATIONAL,policy_shipping,MX,es,formal,False,True,null,null,HIGH,claude_synthetic,1766882690.3682678
costo de envio para vestidos de novia,INFORMATIONAL,policy_shipping,MX,es,neutral,False,False,null,boda,MEDIUM,claude_synthetic,1766882690.3682683
¿hacen entregas en iglesias?,INFORMATIONAL,policy_shipping,MX,es,formal,False,True,null,null,HIGH,claude_synthetic,1766882690.3682685
tiempo de entrega para lenceria adhesiva,INFORMATIONAL,policy_shipping,MX,es,neutral,False,False,null,null,MEDIUM,claude_synthetic,1766882690.368269
¿cuánto demora envío de aros con piedras?,INFORMATIONAL,policy_shipping,MX,es,formal,False,True,null,null,HIGH,claude_synthetic,1766882690.3682697
envios express para ceremonias,INFORMATIONAL,policy_shipping,MX,es,neutral,False,False,null,gala,MEDIUM,claude_synthetic,1766882690.36827
¿manejan envío con cuidado especial?,INFORMATIONAL,policy_shipping,MX,es,formal,False,True,null,null,HIGH,claude_synthetic,1766882690.3682704
costo de envio para productos de biogel,INFORMATIONAL,policy_shipping,MX,es,neutral,False,False,null,null,MEDIUM,claude_synthetic,1766882690.3682706
¿cuánto tiempo para recibir vestido largo Emma?,INFORMATIONAL,policy_shipping,MX,es,formal,False,True,Emma,null,HIGH,claude_synthetic,1766882690.368271
"envios a Cuernavaca, ¿los hacen?",INFORMATIONAL,policy_shipping,MX,es,neutral,False,True,null,null,HIGH,claude_synthetic,1766882690.3682716
¿hacen entregas en quintas para eventos?,INFORMATIONAL,policy_shipping,MX,es,formal,False,True,null,fiesta,HIGH,claude_synthetic,1766882690.3682718
tiempo de entrega para bralettes sin costuras,INFORMATIONAL,policy_shipping,MX,es,neutral,False,False,null,null,MEDIUM,claude_synthetic,1766882690.3682723
¿cuánto cuesta envío VIP?,INFORMATIONAL,policy_shipping,MX,es,formal,False,True,null,null,HIGH,claude_synthetic,1766882690.3682725
envios gratis para novias,INFORMATIONAL,policy_shipping,MX,es,neutral,False,False,null,boda,MEDIUM,claude_synthetic,1766882690.3682733
¿manejan entrega con instalación?,INFORMATIONAL,policy_shipping,MX,es,formal,False,True,null,null,HIGH,claude_synthetic,1766882690.3682735
costo de envio para lenceria completa Florencia,INFORMATIONAL,policy_shipping,MX,es,neutral,False,False,Florencia,null,MEDIUM,claude_synthetic,1766882690.368274
¿cuánto demora envío a Pachuca?,INFORMATIONAL,policy_shipping,MX,es,formal,False,True,null,null,HIGH,claude_synthetic,1766882690.3682742
tiempo de entrega para eventos de noche,INFORMATIONAL,policy_shipping,MX,es,neutral,False,False,null,fiesta,MEDIUM,claude_synthetic,1766882690.3682747
¿hacen envíos con empaque de regalo?,INFORMATIONAL,policy_shipping,MX,es,formal,False,True,null,null,HIGH,claude_synthetic,1766882690.3682752
envios express para compromisos,INFORMATIONAL,policy_shipping,MX,es,neutral,False,False,null,null,MEDIUM,claude_synthetic,1766882690.3682754
¿cuánto cobran por envío de lujo?,INFORMATIONAL,policy_shipping,MX,es,formal,False,True,null,null,HIGH,claude_synthetic,1766882690.368276
costo de envio para vestidos talla L,INFORMATIONAL,policy_shipping,MX,es,neutral,False,False,null,null,MEDIUM,claude_synthetic,1766882690.3682766
¿manejan entregas coordinadas para grupos?,INFORMATIONAL,policy_shipping,MX,es,formal,False,True,null,null,HIGH,claude_synthetic,1766882690.3682768
tiempo de entrega para productos de silicona,INFORMATIONAL,policy_shipping,MX,es,neutral,False,False,null,null,MEDIUM,claude_synthetic,1766882690.3682773
¿cuánto tarda envío de clutch Lorenza?,INFORMATIONAL,policy_shipping,MX,es,formal,False,True,Lorenza,null,HIGH,claude_synthetic,1766882690.3682775
"envios a Aguascalientes, ¿cuanto tiempo?",INFORMATIONAL,policy_shipping,MX,es,neutral,False,True,null,null,HIGH,claude_synthetic,1766882690.368278
¿hacen entregas en spas y salones?,INFORMATIONAL,policy_shipping,MX,es,formal,False,True,null,null,HIGH,claude_synthetic,1766882690.3682785
costo de envio para lenceria invisible,INFORMATIONAL,policy_shipping,MX,es,neutral,False,False,null,null,MEDIUM,claude_synthetic,1766882690.3682787
¿cuánto tiempo para recibir vestido corto Leire?,INFORMATIONAL,policy_shipping,MX,es,formal,False,True,Leire,null,HIGH,claude_synthetic,1766882690.3682792
envios gratis para pedidos de temporada alta,INFORMATIONAL,policy_shipping,MX,es,neutral,False,False,null,null,MEDIUM,claude_synthetic,1766882690.3682795
¿manejan envío con horario flexible?,INFORMATIONAL,policy_shipping,MX,es,formal,False,True,null,null,HIGH,claude_synthetic,1766882690.3682802
tiempo de entrega para accesorios para cabello,INFORMATIONAL,policy_shipping,MX,es,neutral,False,False,null,null,MEDIUM,claude_synthetic,1766882690.3682804
¿cuánto demora envío premium?,INFORMATIONAL,policy_shipping,MX,es,formal,False,True,null,null,HIGH,claude_synthetic,1766882690.368281
envios express para eventos familiares,INFORMATIONAL,policy_shipping,MX,es,neutral,False,False,Lia,fiesta,MEDIUM,claude_synthetic,1766882690.3682828
¿hacen entregas personalizadas?,INFORMATIONAL,policy_shipping,MX,es,formal,False,True,null,null,HIGH,claude_synthetic,1766882690.3682835
costo de envio para bralettes copa C,INFORMATIONAL,policy_shipping,MX,es,neutral,False,False,null,null,MEDIUM,claude_synthetic,1766882690.368284
¿cuánto cobran por envío same day?,INFORMATIONAL,policy_shipping,MX,es,formal,False,True,null,null,HIGH,claude_synthetic,1766882690.3682842
tiempo de entrega para vestidos de ceremonia,INFORMATIONAL,policy_shipping,MX,es,neutral,False,False,null,gala,MEDIUM,claude_synthetic,1766882690.3682847
¿manejan envíos con cita previa?,INFORMATIONAL,policy_shipping,MX,es,formal,False,True,null,null,HIGH,claude_synthetic,1766882690.368285
¿Cuánto vale el envío a Madrid?,INFORMATIONAL,policy_shipping,ES,es,formal,False,True,null,null,HIGH,claude_synthetic,1766882727.884781
hacéis envíos a toda España,INFORMATIONAL,policy_shipping,ES,es,neutral,False,True,null,null,MEDIUM,claude_synthetic,1766882727.8847826
en cuántos días llega mi pedido del vestido Emma,INFORMATIONAL,policy_shipping,ES,es,neutral,False,True,Emma,null,MEDIUM,claude_synthetic,1766882727.8847835
¿Tenéis envío gratis?,INFORMATIONAL,policy_shipping,ES,es,formal,False,True,null,null,HIGH,claude_synthetic,1766882727.8847842
cuanto cuesta mandar un vestido de fiesta a Barcelona,INFORMATIONAL,policy_shipping,ES,es,neutral,False,False,null,fiesta,MEDIUM,claude_synthetic,1766882727.884785
¿Hacéis envíos urgentes?,INFORMATIONAL,policy_shipping,ES,es,formal,False,True,null,null,HIGH,claude_synthetic,1766882727.8847854
envío express para vestido de boda disponible,INFORMATIONAL,policy_shipping,ES,es,neutral,False,True,null,boda,MEDIUM,claude_synthetic,1766882727.884786
¿Cuánto tardáis en enviar?,INFORMATIONAL,policy_shipping,ES,es,formal,False,True,null,null,HIGH,claude_synthetic,1766882727.8847861
gastos de envío para lencería invisible,INFORMATIONAL,policy_shipping,ES,es,neutral,False,True,null,null,MEDIUM,claude_synthetic,1766882727.8847866
¿Podéis enviar antes del sábado?,INFORMATIONAL,policy_shipping,ES,es,formal,False,True,null,null,HIGH,claude_synthetic,1766882727.884787
cuanto vale el envio a Sevilla,INFORMATIONAL,policy_shipping,ES,es,neutral,False,False,null,null,MEDIUM,claude_synthetic,1766882727.8847878
¿Hay envío gratis por compras grandes?,INFORMATIONAL,policy_shipping,ES,es,formal,False,True,null,null,HIGH,claude_synthetic,1766882727.884788
tiempo de entrega para vestido largo Alexa,INFORMATIONAL,policy_shipping,ES,es,neutral,False,False,Alexa,null,MEDIUM,claude_synthetic,1766882727.8847885
¿Enviáis los fines de semana?,INFORMATIONAL,policy_shipping,ES,es,formal,False,True,null,null,HIGH,claude_synthetic,1766882727.884789
coste de envío para bralette Florencia,INFORMATIONAL,policy_shipping,ES,es,neutral,False,True,Florencia,null,MEDIUM,claude_synthetic,1766882727.8847911
¿Cuándo llega si pido hoy?,INFORMATIONAL,policy_shipping,ES,es,formal,False,True,null,null,HIGH,claude_synthetic,1766882727.8847916
envio gratuito a partir de que cantidad,INFORMATIONAL,policy_shipping,ES,es,neutral,False,False,null,null,MEDIUM,claude_synthetic,1766882727.884792
¿Hacéis envíos a las Canarias?,INFORMATIONAL,policy_shipping,ES,es,formal,False,True,null,null,HIGH,claude_synthetic,1766882727.8847923
cuánto cuesta el envío del clutch Leonor,INFORMATIONAL,policy_shipping,ES,es,neutral,False,True,Leonor,null,MEDIUM,claude_synthetic,1766882727.8847928
¿Tenéis envío en 24 horas?,INFORMATIONAL,policy_shipping,ES,es,formal,False,True,null,null,HIGH,claude_synthetic,1766882727.884793
gastos de envío para vestido de novia,INFORMATIONAL,policy_shipping,ES,es,neutral,False,True,null,boda,MEDIUM,claude_synthetic,1766882727.8847935
¿Enviáis a Baleares también?,INFORMATIONAL,policy_shipping,ES,es,formal,False,True,null,null,HIGH,claude_synthetic,1766882727.884794
cuando llega un pedido de lencería,INFORMATIONAL,policy_shipping,ES,es,neutral,False,True,null,null,MEDIUM,claude_synthetic,1766882727.8847945
¿Cuál es el coste del envío?,INFORMATIONAL,policy_shipping,ES,es,formal,False,True,null,null,HIGH,claude_synthetic,1766882727.884795
envío rápido para evento especial,INFORMATIONAL,policy_shipping,ES,es,neutral,False,True,null,fiesta,MEDIUM,claude_synthetic,1766882727.8847969
¿Hacéis entregas en mano?,INFORMATIONAL,policy_shipping,ES,es,formal,False,True,null,null,HIGH,claude_synthetic,1766882727.884797
cuanto tardais en procesar el pedido,INFORMATIONAL,policy_shipping,ES,es,neutral,False,False,null,null,MEDIUM,claude_synthetic,1766882727.8847978
¿Hay algún descuento en envíos?,INFORMATIONAL,policy_shipping,ES,es,formal,False,True,null,null,HIGH,claude_synthetic,1766882727.8847983
tiempo de entrega del vestido corto Leire,INFORMATIONAL,policy_shipping,ES,es,neutral,False,False,Leire,null,MEDIUM,claude_synthetic,1766882727.8847985
¿Enviáis productos adhesivos?,INFORMATIONAL,policy_shipping,ES,es,formal,False,True,null,null,HIGH,claude_synthetic,1766882727.8847988
coste envío para tocado de novia,INFORMATIONAL,policy_shipping,ES,es,neutral,False,True,null,boda,MEDIUM,claude_synthetic,1766882727.8847992
¿Podéis acelerar la entrega?,INFORMATIONAL,policy_shipping,ES,es,formal,False,True,null,null,HIGH,claude_synthetic,1766882727.8847995
envio gratis para pedidos grandes,INFORMATIONAL,policy_shipping,ES,es,neutral,False,False,null,null,MEDIUM,claude_synthetic,1766882727.8848
¿Cuánto vale mandar a Valencia?,INFORMATIONAL,policy_shipping,ES,es,formal,False,True,null,null,HIGH,claude_synthetic,1766882727.8848004
plazos de entrega para vestidos de fiesta,INFORMATIONAL,policy_shipping,ES,es,neutral,False,False,null,fiesta,MEDIUM,claude_synthetic,1766882727.8848026
¿Hacéis envíos contra reembolso?,INFORMATIONAL,policy_shipping,ES,es,formal,False,True,null,null,HIGH,claude_synthetic,1766882727.8848028
gastos de envio a Galicia,INFORMATIONAL,policy_shipping,ES,es,neutral,False,False,null,null,MEDIUM,claude_synthetic,1766882727.8848033
¿Enviáis el mismo día?,INFORMATIONAL,policy_shipping,ES,es,formal,False,True,null,null,HIGH,claude_synthetic,1766882727.8848035
cuanto cuesta el transporte,INFORMATIONAL,policy_shipping,ES,es,neutral,False,False,null,null,MEDIUM,claude_synthetic,1766882727.884804
¿Tenéis envío nocturno?,INFORMATIONAL,policy_shipping,ES,es,formal,False,True,null,null,HIGH,claude_synthetic,1766882727.8848047
tiempo entrega bralette sin costuras,INFORMATIONAL,policy_shipping,ES,es,neutral,False,False,null,null,MEDIUM,claude_synthetic,1766882727.884805
¿Hacéis envíos internacionales?,INFORMATIONAL,policy_shipping,ES,es,formal,False,True,null,null,HIGH,claude_synthetic,1766882727.8848054
coste de envío para aros acrílicos,INFORMATIONAL,policy_shipping,ES,es,neutral,False,True,null,null,MEDIUM,claude_synthetic,1766882727.8848057
¿Cuándo procesáis los pedidos?,INFORMATIONAL,policy_shipping,ES,es,formal,False,True,null,null,HIGH,claude_synthetic,1766882727.8848062
envio express disponible,INFORMATIONAL,policy_shipping,ES,es,neutral,False,False,null,null,MEDIUM,claude_synthetic,1766882727.8848078
¿Vale lo mismo enviar a cualquier ciudad?,INFORMATIONAL,policy_shipping,ES,es,formal,False,True,null,null,HIGH,claude_synthetic,1766882727.8848085
gastos de envío del vestido Victoria,INFORMATIONAL,policy_shipping,ES,es,neutral,False,True,Victoria,null,MEDIUM,claude_synthetic,1766882727.8848088
¿Enviáis los domingos?,INFORMATIONAL,policy_shipping,ES,es,formal,False,True,null,null,HIGH,claude_synthetic,1766882727.8848093
cuanto tiempo tarda en llegar,INFORMATIONAL,policy_shipping,ES,es,neutral,False,False,null,null,MEDIUM,claude_synthetic,1766882727.8848097
¿Hay envío gratis para lencería?,INFORMATIONAL,policy_shipping,ES,es,formal,False,True,null,null,HIGH,claude_synthetic,1766882727.88481
coste transporte vestido satín,INFORMATIONAL,policy_shipping,ES,es,neutral,False,True,null,null,MEDIUM,claude_synthetic,1766882727.8848104
¿Podéis entregar antes del viernes?,INFORMATIONAL,policy_shipping,ES,es,formal,False,True,null,null,HIGH,claude_synthetic,1766882727.8848107
envío urgente para boda disponible,INFORMATIONAL,policy_shipping,ES,es,neutral,False,True,null,boda,MEDIUM,claude_synthetic,1766882727.8848112
¿Cuánto vale el envío normal?,INFORMATIONAL,policy_shipping,ES,es,formal,False,True,null,null,HIGH,claude_synthetic,1766882727.8848114
tiempo de entrega productos adhesivos,INFORMATIONAL,policy_shipping,ES,es,neutral,False,False,null,null,MEDIUM,claude_synthetic,1766882727.8848135
¿Hacéis envíos certificados?,INFORMATIONAL,policy_shipping,ES,es,formal,False,True,null,null,HIGH,claude_synthetic,1766882727.884814
gastos envío para complementos,INFORMATIONAL,policy_shipping,ES,es,neutral,False,True,null,null,MEDIUM,claude_synthetic,1766882727.8848143
¿Enviáis con seguimiento?,INFORMATIONAL,policy_shipping,ES,es,formal,False,True,null,null,HIGH,claude_synthetic,1766882727.8848147
cuanto cuesta enviar a Andalucía,INFORMATIONAL,policy_shipping,ES,es,neutral,False,True,null,null,MEDIUM,claude_synthetic,1766882727.8848152
¿Tenéis envío gratuito?,INFORMATIONAL,policy_shipping,ES,es,formal,False,True,null,null,HIGH,claude_synthetic,1766882727.8848157
plazo entrega vestido largo Emma,INFORMATIONAL,policy_shipping,ES,es,neutral,False,False,Emma,null,MEDIUM,claude_synthetic,1766882727.884816
¿Hacéis entregas en horario laboral?,INFORMATIONAL,policy_shipping,ES,es,formal,False,True,null,null,HIGH,claude_synthetic,1766882727.8848164
coste envío bras invisibles,INFORMATIONAL,policy_shipping,ES,es,neutral,False,True,null,null,MEDIUM,claude_synthetic,1766882727.884817
¿Cuándo llega si compro el lunes?,INFORMATIONAL,policy_shipping,ES,es,formal,False,True,null,null,HIGH,claude_synthetic,1766882727.8848171
envio gratis a partir de cuanto,INFORMATIONAL,policy_shipping,ES,es,neutral,False,False,null,null,MEDIUM,claude_synthetic,1766882727.884819
¿Enviáis a pueblos pequeños?,INFORMATIONAL,policy_shipping,ES,es,formal,False,True,null,null,HIGH,claude_synthetic,1766882727.8848195
gastos de transporte lencería Camila,INFORMATIONAL,policy_shipping,ES,es,neutral,False,True,Camila,null,MEDIUM,claude_synthetic,1766882727.8848197
¿Podéis enviar para el miércoles?,INFORMATIONAL,policy_shipping,ES,es,formal,False,True,null,null,HIGH,claude_synthetic,1766882727.8848202
cuanto vale el envío express,INFORMATIONAL,policy_shipping,ES,es,neutral,False,True,null,null,MEDIUM,claude_synthetic,1766882727.8848205
¿Hay envío gratis los fines de semana?,INFORMATIONAL,policy_shipping,ES,es,formal,False,True,null,null,HIGH,claude_synthetic,1766882727.884821
tiempo entrega calzón adhesivo,INFORMATIONAL,policy_shipping,ES,es,neutral,False,True,null,null,MEDIUM,claude_synthetic,1766882727.8848214
¿Hacéis envíos a Ceuta y Melilla?,INFORMATIONAL,policy_shipping,ES,es,formal,False,True,null,null,HIGH,claude_synthetic,1766882727.8848221
coste envío vestido de fiesta corto,INFORMATIONAL,policy_shipping,ES,es,neutral,False,True,null,fiesta,MEDIUM,claude_synthetic,1766882727.8848224
¿Enviáis productos frágiles bien?,INFORMATIONAL,policy_shipping,ES,es,formal,False,True,null,null,HIGH,claude_synthetic,1766882727.8848228
cuanto tardais en enviar pedidos,INFORMATIONAL,policy_shipping,ES,es,neutral,False,False,null,null,MEDIUM,claude_synthetic,1766882727.8848245
¿Tenéis envío en el mismo día?,INFORMATIONAL,policy_shipping,ES,es,formal,False,True,null,null,HIGH,claude_synthetic,1766882727.8848248
gastos envío para aretes con piedras,INFORMATIONAL,policy_shipping,ES,es,neutral,False,True,null,null,MEDIUM,claude_synthetic,1766882727.8848252
¿Cuándo llega un pedido urgente?,INFORMATIONAL,policy_shipping,ES,es,formal,False,True,null,null,HIGH,claude_synthetic,1766882727.884826
envío gratuito para eventos especiales,INFORMATIONAL,policy_shipping,ES,es,neutral,False,True,null,fiesta,MEDIUM,claude_synthetic,1766882727.8848262
¿Hacéis envíos asegurados?,INFORMATIONAL,policy_shipping,ES,es,formal,False,True,null,null,HIGH,claude_synthetic,1766882727.8848267
coste transporte tocados novia,INFORMATIONAL,policy_shipping,ES,es,neutral,False,False,null,boda,MEDIUM,claude_synthetic,1766882727.884827
¿Podéis entregar en fin de semana?,INFORMATIONAL,policy_shipping,ES,es,formal,False,True,null,null,HIGH,claude_synthetic,1766882727.8848274
cuanto cuesta el envio a Murcia,INFORMATIONAL,policy_shipping,ES,es,neutral,False,False,null,null,MEDIUM,claude_synthetic,1766882727.8848276
¿Enviáis con empresa de confianza?,INFORMATIONAL,policy_shipping,ES,es,formal,False,True,null,null,HIGH,claude_synthetic,1766882727.884828
tiempo entrega vestido Cayetana,INFORMATIONAL,policy_shipping,ES,es,neutral,False,False,Cayetana,null,MEDIUM,claude_synthetic,1766882727.88483
¿Hay descuentos en gastos de envío?,INFORMATIONAL,policy_shipping,ES,es,formal,False,True,null,null,HIGH,claude_synthetic,1766882727.8848305
coste envío sostén de silicona,INFORMATIONAL,policy_shipping,ES,es,neutral,False,True,null,null,MEDIUM,claude_synthetic,1766882727.8848307
¿Cuándo procesáis y enviáis?,INFORMATIONAL,policy_shipping,ES,es,formal,False,True,null,null,HIGH,claude_synthetic,1766882727.8848312
envio express para lencería invisible,INFORMATIONAL,policy_shipping,ES,es,neutral,False,True,null,null,MEDIUM,claude_synthetic,1766882727.8848314
¿Hacéis envíos a zonas rurales?,INFORMATIONAL,policy_shipping,ES,es,formal,False,True,null,null,HIGH,claude_synthetic,1766882727.884832
gastos transporte vestido elegante,INFORMATIONAL,policy_shipping,ES,es,neutral,False,False,null,null,MEDIUM,claude_synthetic,1766882727.8848326
¿Enviáis bien empaquetado?,INFORMATIONAL,policy_shipping,ES,es,formal,False,True,null,null,HIGH,claude_synthetic,1766882727.8848329
cuanto vale mandar a Castilla,INFORMATIONAL,policy_shipping,ES,es,neutral,False,False,null,null,MEDIUM,claude_synthetic,1766882727.8848333
¿Tenéis envío gratis para novias?,INFORMATIONAL,policy_shipping,ES,es,formal,False,True,null,boda,HIGH,claude_synthetic,1766882727.8848336
tiempo entrega peinetas boda,INFORMATIONAL,policy_shipping,ES,es,neutral,False,False,null,boda,MEDIUM,claude_synthetic,1766882727.8848355
¿Podéis acelerar un envío urgente?,INFORMATIONAL,policy_shipping,ES,es,formal,False,True,null,null,HIGH,claude_synthetic,1766882727.884836
coste envío bralette brami Mia,INFORMATIONAL,policy_shipping,ES,es,neutral,False,True,Mia,null,MEDIUM,claude_synthetic,1766882727.8848364
¿Hacéis entregas por la mañana?,INFORMATIONAL,policy_shipping,ES,es,formal,False,True,null,null,HIGH,claude_synthetic,1766882727.8848367
envio gratuito compras superiores,INFORMATIONAL,policy_shipping,ES,es,neutral,False,False,null,null,MEDIUM,claude_synthetic,1766882727.8848372
¿Cuánto tardáis en Madrid?,INFORMATIONAL,policy_shipping,ES,es,formal,False,True,null,null,HIGH,claude_synthetic,1766882727.8848374
gastos envío vestido invitada boda,INFORMATIONAL,policy_shipping,ES,es,neutral,False,True,null,boda,MEDIUM,claude_synthetic,1766882727.8848379
¿Enviáis los productos bien protegidos?,INFORMATIONAL,policy_shipping,ES,es,formal,False,True,null,null,HIGH,claude_synthetic,1766882727.8848383
cuanto cuesta enviar complementos,INFORMATIONAL,policy_shipping,ES,es,neutral,False,False,null,null,MEDIUM,claude_synthetic,1766882727.8848388
¿Hay envío gratis para pedidos grandes?,INFORMATIONAL,policy_shipping,ES,es,formal,False,True,null,null,HIGH,claude_synthetic,1766882727.8848395
tiempo entrega cinta doble contacto,INFORMATIONAL,policy_shipping,ES,es,neutral,False,False,null,null,MEDIUM,claude_synthetic,1766882727.884841
¿Hacéis envíos los días festivos?,INFORMATIONAL,policy_shipping,ES,es,formal,False,True,null,null,HIGH,claude_synthetic,1766882727.8848414
coste transporte vestido largo Lorena,INFORMATIONAL,policy_shipping,ES,es,neutral,False,False,Lorena,null,MEDIUM,claude_synthetic,1766882727.884842
¿Podéis enviar antes de las bodas?,INFORMATIONAL,policy_shipping,ES,es,formal,False,True,null,boda,HIGH,claude_synthetic,1766882727.8848422
envio urgente fin de semana,INFORMATIONAL,policy_shipping,ES,es,neutral,False,False,null,null,MEDIUM,claude_synthetic,1766882727.8848426
¿Cuánto vale el envío a Cataluña?,INFORMATIONAL,policy_shipping,ES,es,formal,False,True,null,null,HIGH,claude_synthetic,1766882727.884843
gastos envío para eventos nocturnos,INFORMATIONAL,policy_shipping,ES,es,neutral,False,True,null,fiesta,MEDIUM,claude_synthetic,1766882727.8848436
¿Enviáis lencería con discreción?,INFORMATIONAL,policy_shipping,ES,es,formal,False,True,null,null,HIGH,claude_synthetic,1766882727.8848438
cuanto tardais en entregar,INFORMATIONAL,policy_shipping,ES,es,neutral,False,False,null,null,MEDIUM,claude_synthetic,1766882727.8848443
¿Tenéis envío express económico?,INFORMATIONAL,policy_shipping,ES,es,formal,False,True,null,null,HIGH,claude_synthetic,1766882727.8848448
tiempo entrega parches levanta busto,INFORMATIONAL,policy_shipping,ES,es,neutral,False,False,null,null,MEDIUM,claude_synthetic,1766882727.8848453
¿Hacéis envíos seguros?,INFORMATIONAL,policy_shipping,ES,es,formal,False,True,null,null,HIGH,claude_synthetic,1766882727.8848455
coste envío bolso Lorenza ceremonia,INFORMATIONAL,policy_shipping,ES,es,neutral,False,True,Lorenza,gala,MEDIUM,claude_synthetic,1766882727.884846
¿Cuándo llega si es urgente?,INFORMATIONAL,policy_shipping,ES,es,formal,False,True,null,null,HIGH,claude_synthetic,1766882727.8848464
envio gratis para vestidos novia,INFORMATIONAL,policy_shipping,ES,es,neutral,False,False,null,boda,MEDIUM,claude_synthetic,1766882727.884847
¿Enviáis a direcciones de trabajo?,INFORMATIONAL,policy_shipping,ES,es,formal,False,True,null,null,HIGH,claude_synthetic,1766882727.8848472
gastos transporte productos adhesivos,INFORMATIONAL,policy_shipping,ES,es,neutral,False,False,null,null,MEDIUM,claude_synthetic,1766882727.8848476
¿Podéis entregar un día concreto?,INFORMATIONAL,policy_shipping,ES,es,formal,False,True,null,null,HIGH,claude_synthetic,1766882727.884848
cuanto cuesta el envio rapido,INFORMATIONAL,policy_shipping,ES,es,neutral,False,False,null,null,MEDIUM,claude_synthetic,1766882727.8848484
¿Hay envío gratuito para lencería?,INFORMATIONAL,policy_shipping,ES,es,formal,False,True,null,null,HIGH,claude_synthetic,1766882727.8848488
tiempo entrega vestido fiesta Elena,INFORMATIONAL,policy_shipping,ES,es,neutral,False,False,Elena,fiesta,MEDIUM,claude_synthetic,1766882727.884849
¿Hacéis envíos con cita previa?,INFORMATIONAL,policy_shipping,ES,es,formal,False,True,null,null,HIGH,claude_synthetic,1766882727.8848495
coste envío pezoneras invisibles,INFORMATIONAL,policy_shipping,ES,es,neutral,False,True,null,null,MEDIUM,claude_synthetic,1766882727.88485
¿Enviáis antes de eventos especiales?,INFORMATIONAL,policy_shipping,ES,es,formal,False,True,null,fiesta,HIGH,claude_synthetic,1766882727.8848505
envio express vestidos de gala,INFORMATIONAL,policy_shipping,ES,es,neutral,False,False,null,gala,MEDIUM,claude_synthetic,1766882727.8848507
¿Cuánto vale enviar a País Vasco?,INFORMATIONAL,policy_shipping,ES,es,formal,False,True,null,null,HIGH,claude_synthetic,1766882727.8848512
gastos envío accesorios cabello,INFORMATIONAL,policy_shipping,ES,es,neutral,False,True,null,null,MEDIUM,claude_synthetic,1766882727.8848517
¿Podéis garantizar fecha entrega?,INFORMATIONAL,policy_shipping,ES,es,formal,False,True,null,null,HIGH,claude_synthetic,1766882727.884852
cuanto tardais en envios normales,INFORMATIONAL,policy_shipping,ES,es,neutral,False,False,null,null,MEDIUM,claude_synthetic,1766882727.8848524
¿Tenéis envío gratis para fiestas?,INFORMATIONAL,policy_shipping,ES,es,formal,False,True,null,fiesta,HIGH,claude_synthetic,1766882727.8848526
tiempo entrega lencería Julieta,INFORMATIONAL,policy_shipping,ES,es,neutral,False,True,Julieta,null,MEDIUM,claude_synthetic,1766882727.8848534
¿Hacéis envíos con horario flexible?,INFORMATIONAL,policy_shipping,ES,es,formal,False,True,null,null,HIGH,claude_synthetic,1766882727.8848536
coste transporte vestido corto Lia,INFORMATIONAL,policy_shipping,ES,es,neutral,False,False,Lia,null,MEDIUM,claude_synthetic,1766882727.884854
¿Enviáis productos de boda rápido?,INFORMATIONAL,policy_shipping,ES,es,formal,False,True,null,boda,HIGH,claude_synthetic,1766882727.8848543
envio gratuito eventos especiales,INFORMATIONAL,policy_shipping,ES,es,neutral,False,False,null,fiesta,MEDIUM,claude_synthetic,1766882727.8848548
¿Cuánto cuesta mandar a Aragón?,INFORMATIONAL,policy_shipping,ES,es,formal,False,True,null,null,HIGH,claude_synthetic,1766882727.8848553
gastos envío bralette adhesiva,INFORMATIONAL,policy_shipping,ES,es,neutral,False,True,null,null,MEDIUM,claude_synthetic,1766882727.8848555
¿Podéis enviar para ceremonias?,INFORMATIONAL,policy_shipping,ES,es,formal,False,True,null,gala,HIGH,claude_synthetic,1766882727.884856
